       E(mm)      EU(mm)      EL(mm)      ED(mm)       W(mm)      WU(mm)      WL(mm)      WD(mm)       R(mm)      RG(mm)      RS(mm)     Q(m3/d)    QS(m3/d)    QG(m3/d)
           2.313             2.313             0.000             0.000           137.840            10.111             2.596           125.132             0.209             0.072             0.138             0.514             0.172             0.342
           2.909             2.909             0.000             0.000           134.930             7.202             2.596           125.132             0.000             0.000             0.000             0.440             0.123             0.317
           3.320             3.320             0.000             0.000           131.611             3.882             2.596           125.132             0.000             0.000             0.000             0.368             0.074             0.294
           3.394             3.394             0.000             0.000           128.216             0.488             2.596           125.132             0.000             0.000             0.000             0.310             0.038             0.272
           1.567             1.567             0.000             0.000           128.504             0.776             2.596           125.132             0.146             0.053             0.093             0.296             0.037             0.259
           1.204             1.176             0.028             0.000           127.700             0.000             2.568           125.132             0.000             0.000             0.000             0.271             0.031             0.240
           0.056             0.000             0.056             0.000           127.644             0.000             2.512           125.132             0.000             0.000             0.000             0.241             0.018             0.223
           1.210             1.200             0.010             0.000           127.634             0.000             2.502           125.132             0.000             0.000             0.000             0.214             0.008             0.206
           0.068             0.000             0.068             0.000           127.567             0.000             2.435           125.132             0.000             0.000             0.000             0.196             0.005             0.191
           0.088             0.000             0.088             0.000           127.479             0.000             2.347           125.132             0.000             0.000             0.000             0.180             0.003             0.177
           0.241             0.200             0.041             0.000           127.438             0.000             2.306           125.132             0.000             0.000             0.000             0.166             0.002             0.164
           0.076             0.000             0.076             0.000           127.363             0.000             2.231           125.132             0.000             0.000             0.000             0.154             0.001             0.152
           0.078             0.000             0.078             0.000           127.284             0.000             2.152           125.132             0.000             0.000             0.000             0.142             0.001             0.141
           0.153             0.100             0.053             0.000           127.232             0.000             2.100           125.132             0.000             0.000             0.000             0.131             0.000             0.131
           0.058             0.000             0.058             0.000           127.174             0.000             2.042           125.132             0.000             0.000             0.000             0.121             0.000             0.121
           0.067             0.000             0.067             0.000           127.106             0.000             1.975           125.132             0.000             0.000             0.000             0.113             0.000             0.113
           0.169             0.100             0.069             0.000           127.037             0.000             1.905           125.132             0.000             0.000             0.000             0.104             0.000             0.104
           0.074             0.000             0.074             0.000           126.963             0.000             1.831           125.132             0.000             0.000             0.000             0.097             0.000             0.097
           2.350             2.350             0.000             0.000           127.663             0.700             1.831           125.132             0.350             0.128             0.222             0.135             0.029             0.106
           2.909             2.909             0.000             0.000           129.250             2.287             1.831           125.132             0.804             0.291             0.512             0.236             0.100             0.136
           1.977             1.977             0.000             0.000           134.061             7.098             1.831           125.132             2.512             0.893             1.619             0.547             0.304             0.244
           2.313             2.313             0.000             0.000           137.552            10.588             1.831           125.132             1.897             0.657             1.240             0.775             0.458             0.317
           1.119             1.119             0.000             0.000           146.726            19.763             1.831           125.132             5.307             1.765             3.542             1.335             0.783             0.552
           1.828             1.828             0.000             0.000           148.385            21.422             1.831           125.132             1.013             0.326             0.687             1.370             0.808             0.562
           1.865             1.865             0.000             0.000           154.825            27.426             2.267           125.132             4.095             1.284             2.811             1.593             0.867             0.726
           1.194             1.194             0.000             0.000           157.051            27.426             4.494           125.132             1.480             0.452             1.028             1.582             0.834             0.748
           2.648             2.648             0.000             0.000           157.977            27.426             5.419           125.132             0.626             0.189             0.437             1.377             0.652             0.726
           2.089             2.089             0.000             0.000           158.281            27.426             5.724           125.132             0.207             0.062             0.145             1.151             0.468             0.683
           2.611             2.611             0.000             0.000           156.070            25.215             5.724           125.132             0.000             0.000             0.000             0.946             0.313             0.633
           3.133             3.133             0.000             0.000           152.937            22.082             5.724           125.132             0.000             0.000             0.000             0.786             0.198             0.587
           1.492             1.492             0.000             0.000           156.563            25.708             5.724           125.132             2.382             0.732             1.649             0.949             0.284             0.665
           2.089             2.089             0.000             0.000           155.675            24.819             5.724           125.132             0.000             0.000             0.000             0.879             0.263             0.616
           2.014             2.014             0.000             0.000           156.866            26.010             5.724           125.132             0.795             0.242             0.553             0.833             0.221             0.611
           2.051             2.051             0.000             0.000           154.814            23.959             5.724           125.132             0.000             0.000             0.000             0.732             0.165             0.567
           2.648             2.648             0.000             0.000           152.166            21.310             5.724           125.132             0.000             0.000             0.000             0.631             0.106             0.525
           3.581             3.581             0.000             0.000           148.585            17.730             5.724           125.132             0.000             0.000             0.000             0.556             0.069             0.487
           2.424             2.424             0.000             0.000           148.061            17.205             5.724           125.132             0.000             0.000             0.000             0.497             0.045             0.451
           0.746             0.746             0.000             0.000           153.733            22.878             5.724           125.132             3.581             1.128             2.453             0.882             0.285             0.598
           1.044             1.044             0.000             0.000           153.888            23.033             5.724           125.132             0.101             0.031             0.070             0.889             0.329             0.559
           0.336             0.336             0.000             0.000           169.840            27.426            17.282           125.132            11.312             5.276             6.036             2.368             1.409             0.959
           1.977             1.977             0.000             0.000           169.363            26.949            17.282           125.132             0.000             0.000             0.000             2.463             1.574             0.889
           1.902             1.902             0.000             0.000           173.282            27.426            20.724           125.132             3.079             0.853             2.226             2.225             1.238             0.987
           1.940             1.940             0.000             0.000           173.869            27.426            21.311           125.132             0.473             0.129             0.344             1.896             0.956             0.940
           1.902             1.902             0.000             0.000           171.967            25.523            21.311           125.132             0.000             0.000             0.000             1.523             0.652             0.871
           2.089             2.089             0.000             0.000           169.878            23.435            21.311           125.132             0.000             0.000             0.000             1.241             0.434             0.808
           2.275             2.275             0.000             0.000           167.603            21.159            21.311           125.132             0.000             0.000             0.000             1.032             0.283             0.749
           2.163             2.163             0.000             0.000           165.439            18.996            21.311           125.132             0.000             0.000             0.000             0.874             0.180             0.694
           2.238             2.238             0.000             0.000           163.201            16.758            21.311           125.132             0.000             0.000             0.000             0.738             0.095             0.643
           1.417             1.417             0.000             0.000           162.184            15.741            21.311           125.132             0.000             0.000             0.000             0.621             0.025             0.596
           0.634             0.634             0.000             0.000           163.563            17.120            21.311           125.132             0.987             0.288             0.698             0.681             0.077             0.604
           1.492             1.492             0.000             0.000           169.866            23.423            21.311           125.132             4.705             1.342             3.363             1.188             0.382             0.805
           1.753             1.753             0.000             0.000           168.513            22.070            21.311           125.132             0.000             0.000             0.000             1.162             0.416             0.746
           1.567             1.567             0.000             0.000           168.646            22.202            21.311           125.132             0.101             0.028             0.072             0.980             0.283             0.697
           2.201             2.201             0.000             0.000           167.245            20.802            21.311           125.132             0.000             0.000             0.000             0.838             0.192             0.646
           2.014             2.014             0.000             0.000           165.731            19.287            21.311           125.132             0.000             0.000             0.000             0.727             0.128             0.599
           2.201             2.201             0.000             0.000           166.018            19.575            21.311           125.132             0.212             0.061             0.151             0.665             0.099             0.566
           1.940             1.940             0.000             0.000           164.078            17.635            21.311           125.132             0.000             0.000             0.000             0.598             0.073             0.525
           1.604             1.604             0.000             0.000           162.474            16.031            21.311           125.132             0.000             0.000             0.000             0.534             0.047             0.487
           2.238             2.238             0.000             0.000           160.236            13.793            21.311           125.132             0.000             0.000             0.000             0.474             0.023             0.451
           2.163             2.163             0.000             0.000           158.073            11.630            21.311           125.132             0.000             0.000             0.000             0.424             0.006             0.418
           1.305             1.305             0.000             0.000           156.968            10.524            21.311           125.132             0.000             0.000             0.000             0.391             0.004             0.388
           1.902             1.902             0.000             0.000           155.065             8.622            21.311           125.132             0.000             0.000             0.000             0.361             0.002             0.359
           1.865             1.865             0.000             0.000           153.700             7.257            21.311           125.132             0.000             0.000             0.000             0.334             0.001             0.333
           2.163             2.163             0.000             0.000           151.537             5.094            21.311           125.132             0.000             0.000             0.000             0.309             0.001             0.309
           0.895             0.895             0.000             0.000           152.090             5.646            21.311           125.132             0.352             0.110             0.242             0.329             0.025             0.304
           2.238             2.238             0.000             0.000           154.616             8.173            21.311           125.132             1.636             0.507             1.128             0.508             0.144             0.364
           2.350             2.350             0.000             0.000           152.266             5.823            21.311           125.132             0.000             0.000             0.000             0.495             0.157             0.337
           1.641             1.641             0.000             0.000           150.625             4.182            21.311           125.132             0.000             0.000             0.000             0.418             0.105             0.313
           1.716             1.716             0.000             0.000           151.595             5.152            21.311           125.132             0.614             0.193             0.421             0.434             0.113             0.321
           2.014             2.014             0.000             0.000           151.581             5.138            21.311           125.132             0.000             0.000             0.000             0.396             0.099             0.297
           1.343             1.343             0.000             0.000           152.836             6.393            21.311           125.132             0.803             0.251             0.552             0.438             0.122             0.316
           1.604             1.604             0.000             0.000           159.079            12.636            21.311           125.132             4.153             1.267             2.886             0.901             0.398             0.504
           2.275             2.275             0.000             0.000           156.804            10.360            21.311           125.132             0.000             0.000             0.000             0.884             0.417             0.467
           3.021             3.021             0.000             0.000           164.096            17.653            21.311           125.132             5.086             1.509             3.578             1.309             0.615             0.694
           2.163             2.163             0.000             0.000           167.110            20.667            21.311           125.132             2.222             0.638             1.584             1.491             0.732             0.759
           2.723             2.723             0.000             0.000           167.896            21.453            21.311           125.132             0.591             0.168             0.424             1.337             0.602             0.735
           1.529             1.529             0.000             0.000           179.761            27.426            27.204           125.132             9.605             2.901             6.705             2.245             1.075             1.171
           0.373             0.373             0.000             0.000           184.686            27.426            32.129           125.132             4.402             1.137             3.265             2.645             1.321             1.324
           0.634             0.634             0.000             0.000           188.932            27.426            36.374           125.132             4.020             1.008             3.013             2.690             1.243             1.447
           1.567             1.567             0.000             0.000           188.865            27.359            36.374           125.132             0.000             0.000             0.000             2.282             0.941             1.341
           1.604             1.604             0.000             0.000           187.262            25.755            36.374           125.132             0.000             0.000             0.000             1.860             0.617             1.243
           1.305             1.305             0.000             0.000           185.956            24.450            36.374           125.132             0.000             0.000             0.000             1.556             0.403             1.152
           1.231             1.231             0.000             0.000           187.226            25.720            36.374           125.132             1.199             0.301             0.898             1.456             0.322             1.134
           1.716             1.716             0.000             0.000           186.610            25.104            36.374           125.132             0.000             0.000             0.000             1.296             0.245             1.051
           1.007             1.007             0.000             0.000           185.603            24.097            36.374           125.132             0.000             0.000             0.000             1.123             0.148             0.974
           1.119             1.119             0.000             0.000           187.497            25.991            36.374           125.132             1.787             0.449             1.338             1.174             0.174             1.001
           1.567             1.567             0.000             0.000           187.231            25.724            36.374           125.132             0.000             0.000             0.000             1.085             0.157             0.928
           1.156             1.156             0.000             0.000           186.074            24.568            36.374           125.132             0.000             0.000             0.000             0.957             0.097             0.860
           0.298             0.298             0.000             0.000           188.381            26.874            36.374           125.132             2.195             0.549             1.647             1.106             0.188             0.917
           0.970             0.970             0.000             0.000           188.954            27.426            36.397           125.132             0.556             0.138             0.419             1.104             0.223             0.881
           1.305             1.305             0.000             0.000           187.649            26.120            36.397           125.132             0.000             0.000             0.000             0.980             0.163             0.817
           1.641             1.641             0.000             0.000           186.008            24.479            36.397           125.132             0.000             0.000             0.000             0.864             0.107             0.757
           1.268             1.268             0.000             0.000           184.740            23.211            36.397           125.132             0.000             0.000             0.000             0.773             0.071             0.702
           0.970             0.970             0.000             0.000           184.170            22.641            36.397           125.132             0.000             0.000             0.000             0.696             0.045             0.650
           1.268             1.268             0.000             0.000           182.902            21.373            36.397           125.132             0.000             0.000             0.000             0.630             0.027             0.603
           1.455             1.455             0.000             0.000           181.447            19.918            36.397           125.132             0.000             0.000             0.000             0.577             0.018             0.559
           1.604             1.604             0.000             0.000           179.843            18.314            36.397           125.132             0.000             0.000             0.000             0.527             0.009             0.518
           1.231             1.231             0.000             0.000           178.612            17.083            36.397           125.132             0.000             0.000             0.000             0.482             0.002             0.480
           1.380             1.380             0.000             0.000           177.232            15.703            36.397           125.132             0.000             0.000             0.000             0.445             0.000             0.445
           1.604             1.604             0.000             0.000           175.628            14.100            36.397           125.132             0.000             0.000             0.000             0.413             0.000             0.413
           1.455             1.455             0.000             0.000           174.174            12.645            36.397           125.132             0.000             0.000             0.000             0.383             0.000             0.383
           0.783             0.783             0.000             0.000           174.403            12.875            36.397           125.132             0.187             0.051             0.136             0.376             0.011             0.365
           0.783             0.783             0.000             0.000           174.120            12.591            36.397           125.132             0.000             0.000             0.000             0.352             0.014             0.338
           0.783             0.783             0.000             0.000           173.537            12.008            36.397           125.132             0.000             0.000             0.000             0.322             0.009             0.313
           0.932             0.932             0.000             0.000           172.604            11.076            36.397           125.132             0.000             0.000             0.000             0.296             0.006             0.290
           1.119             1.119             0.000             0.000           171.485             9.957            36.397           125.132             0.000             0.000             0.000             0.273             0.004             0.269
           0.448             0.448             0.000             0.000           171.850            10.321            36.397           125.132             0.288             0.080             0.208             0.285             0.021             0.265
           0.932             0.932             0.000             0.000           170.918             9.389            36.397           125.132             0.000             0.000             0.000             0.269             0.023             0.245
           0.485             0.485             0.000             0.000           172.213            10.684            36.397           125.132             1.020             0.282             0.738             0.361             0.079             0.281
           0.746             0.746             0.000             0.000           171.967            10.438            36.397           125.132             0.000             0.000             0.000             0.347             0.087             0.261
           1.044             1.044             0.000             0.000           170.922             9.393            36.397           125.132             0.000             0.000             0.000             0.299             0.057             0.242
           1.082             1.082             0.000             0.000           169.840             8.312            36.397           125.132             0.000             0.000             0.000             0.262             0.038             0.224
           1.268             1.268             0.000             0.000           168.572             7.044            36.397           125.132             0.000             0.000             0.000             0.233             0.025             0.208
           0.112             0.112             0.000             0.000           170.655             9.126            36.397           125.132             1.605             0.450             1.156             0.395             0.118             0.277
           0.597             0.597             0.000             0.000           170.558             9.030            36.397           125.132             0.000             0.000             0.000             0.389             0.133             0.257
           0.858             0.858             0.000             0.000           169.700             8.172            36.397           125.132             0.000             0.000             0.000             0.326             0.088             0.238
           1.194             1.194             0.000             0.000           168.507             6.978            36.397           125.132             0.000             0.000             0.000             0.278             0.057             0.221
           1.044             1.044             0.000             0.000           167.462             5.934            36.397           125.132             0.000             0.000             0.000             0.240             0.036             0.204
           0.858             0.858             0.000             0.000           166.605             5.076            36.397           125.132             0.000             0.000             0.000             0.213             0.024             0.190
           0.709             0.709             0.000             0.000           165.896             4.367            36.397           125.132             0.000             0.000             0.000             0.192             0.016             0.176
           1.082             1.082             0.000             0.000           164.814             3.286            36.397           125.132             0.000             0.000             0.000             0.173             0.011             0.163
           0.932             0.932             0.000             0.000           163.882             2.353            36.397           125.132             0.000             0.000             0.000             0.156             0.005             0.151
           0.709             0.709             0.000             0.000           163.473             1.944            36.397           125.132             0.000             0.000             0.000             0.140             0.000             0.140
           0.410             0.410             0.000             0.000           163.699             2.171            36.397           125.132             0.163             0.048             0.116             0.149             0.011             0.138
           0.559             0.559             0.000             0.000           163.140             1.611            36.397           125.132             0.000             0.000             0.000             0.141             0.013             0.128
           0.186             0.186             0.000             0.000           164.193             2.665            36.397           125.132             0.760             0.221             0.539             0.217             0.058             0.158
           0.410             0.410             0.000             0.000           164.419             2.890            36.397           125.132             0.164             0.048             0.117             0.231             0.076             0.155
           0.709             0.709             0.000             0.000           163.710             2.182            36.397           125.132             0.000             0.000             0.000             0.200             0.057             0.144
           0.821             0.821             0.000             0.000           162.890             1.361            36.397           125.132             0.000             0.000             0.000             0.171             0.038             0.133
           1.119             1.119             0.000             0.000           161.771             0.242            36.397           125.132             0.000             0.000             0.000             0.149             0.025             0.124
           0.506             0.242             0.264             0.000           161.265             0.000            36.133           125.132             0.000             0.000             0.000             0.131             0.017             0.114
           0.354             0.000             0.354             0.000           160.911             0.000            35.779           125.132             0.000             0.000             0.000             0.117             0.011             0.106
           0.266             0.000             0.266             0.000           160.644             0.000            35.512           125.132             0.000             0.000             0.000             0.105             0.007             0.098
           0.292             0.000             0.292             0.000           160.352             0.000            35.220           125.132             0.000             0.000             0.000             0.095             0.004             0.091
           0.235             0.000             0.235             0.000           160.117             0.000            34.985           125.132             0.000             0.000             0.000             0.085             0.001             0.085
           0.219             0.000             0.219             0.000           159.898             0.000            34.766           125.132             0.000             0.000             0.000             0.078             0.000             0.078
           0.232             0.000             0.232             0.000           159.666             0.000            34.534           125.132             0.000             0.000             0.000             0.073             0.000             0.073
           0.271             0.000             0.271             0.000           159.395             0.000            34.264           125.132             0.000             0.000             0.000             0.067             0.000             0.067
           0.403             0.000             0.403             0.000           158.993             0.000            33.861           125.132             0.000             0.000             0.000             0.062             0.000             0.062
           0.345             0.000             0.345             0.000           158.648             0.000            33.516           125.132             0.000             0.000             0.000             0.058             0.000             0.058
           0.302             0.000             0.302             0.000           158.345             0.000            33.214           125.132             0.000             0.000             0.000             0.054             0.000             0.054
           0.221             0.000             0.221             0.000           158.124             0.000            32.992           125.132             0.000             0.000             0.000             0.050             0.000             0.050
           0.168             0.000             0.168             0.000           157.956             0.000            32.824           125.132             0.000             0.000             0.000             0.046             0.000             0.046
           0.219             0.000             0.219             0.000           157.737             0.000            32.605           125.132             0.000             0.000             0.000             0.043             0.000             0.043
           0.141             0.000             0.141             0.000           157.597             0.000            32.465           125.132             0.000             0.000             0.000             0.040             0.000             0.040
           0.178             0.000             0.178             0.000           157.419             0.000            32.287           125.132             0.000             0.000             0.000             0.037             0.000             0.037
           0.177             0.000             0.177             0.000           157.242             0.000            32.110           125.132             0.000             0.000             0.000             0.034             0.000             0.034
           0.227             0.000             0.227             0.000           157.015             0.000            31.883           125.132             0.000             0.000             0.000             0.032             0.000             0.032
           0.187             0.000             0.187             0.000           156.828             0.000            31.696           125.132             0.000             0.000             0.000             0.029             0.000             0.029
           0.261             0.261             0.000             0.000           156.970             0.143            31.696           125.132             0.096             0.029             0.067             0.039             0.007             0.032
           0.170             0.143             0.027             0.000           156.801             0.000            31.669           125.132             0.000             0.000             0.000             0.038             0.008             0.030
           0.087             0.000             0.087             0.000           156.714             0.000            31.582           125.132             0.000             0.000             0.000             0.033             0.005             0.027
           0.124             0.000             0.124             0.000           156.590             0.000            31.458           125.132             0.000             0.000             0.000             0.029             0.003             0.025
           0.148             0.000             0.148             0.000           156.442             0.000            31.310           125.132             0.000             0.000             0.000             0.026             0.002             0.024
           0.258             0.000             0.258             0.000           156.184             0.000            31.052           125.132             0.000             0.000             0.000             0.023             0.002             0.022
           0.146             0.000             0.146             0.000           156.038             0.000            30.906           125.132             0.000             0.000             0.000             0.021             0.001             0.020
           0.133             0.000             0.133             0.000           155.905             0.000            30.773           125.132             0.000             0.000             0.000             0.019             0.001             0.019
           0.241             0.000             0.241             0.000           155.664             0.000            30.532           125.132             0.000             0.000             0.000             0.018             0.000             0.017
           0.168             0.000             0.168             0.000           155.496             0.000            30.364           125.132             0.000             0.000             0.000             0.016             0.000             0.016
           0.167             0.000             0.167             0.000           155.330             0.000            30.198           125.132             0.000             0.000             0.000             0.015             0.000             0.015
           0.189             0.000             0.189             0.000           155.140             0.000            30.008           125.132             0.000             0.000             0.000             0.014             0.000             0.014
           0.165             0.000             0.165             0.000           154.976             0.000            29.844           125.132             0.000             0.000             0.000             0.013             0.000             0.013
           0.117             0.000             0.117             0.000           154.859             0.000            29.727           125.132             0.000             0.000             0.000             0.012             0.000             0.012
           0.140             0.000             0.140             0.000           154.719             0.000            29.587           125.132             0.000             0.000             0.000             0.011             0.000             0.011
           0.104             0.000             0.104             0.000           154.615             0.000            29.483           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.127             0.000             0.127             0.000           154.487             0.000            29.355           125.132             0.000             0.000             0.000             0.010             0.000             0.010
           0.127             0.000             0.127             0.000           154.361             0.000            29.229           125.132             0.000             0.000             0.000             0.009             0.000             0.009
           0.126             0.000             0.126             0.000           154.235             0.000            29.103           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.114             0.000             0.114             0.000           154.121             0.000            28.989           125.132             0.000             0.000             0.000             0.008             0.000             0.008
           0.091             0.000             0.091             0.000           154.030             0.000            28.898           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.113             0.000             0.113             0.000           153.917             0.000            28.785           125.132             0.000             0.000             0.000             0.007             0.000             0.007
           0.135             0.000             0.135             0.000           153.781             0.000            28.649           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.124             0.000             0.124             0.000           153.658             0.000            28.526           125.132             0.000             0.000             0.000             0.006             0.000             0.006
           0.101             0.000             0.101             0.000           153.557             0.000            28.425           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.145             0.000             0.145             0.000           153.412             0.000            28.280           125.132             0.000             0.000             0.000             0.005             0.000             0.005
           0.166             0.000             0.166             0.000           153.246             0.000            28.114           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.121             0.000             0.121             0.000           153.125             0.000            27.993           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.143             0.000             0.143             0.000           152.982             0.000            27.850           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.109             0.000             0.109             0.000           152.873             0.000            27.741           125.132             0.000             0.000             0.000             0.004             0.000             0.004
           0.087             0.000             0.087             0.000           152.786             0.000            27.654           125.132             0.000             0.000             0.000             0.003             0.000             0.003
